사업소명,사업소전화번호,소재지도로명주소,소재지지번주소,위도,경도,트랙터및작업기보유대수,경운기및작업기보유대수,관리기및작업기보유대수,땅속작물수확기보유대수,탈곡기및정선작업기보유대수,자주형파종기보유대수,이앙작업기보유대수,벼수확및운반작업기보유대수,기타임대농기계보유정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
북부농기계임대사업소,055-530-6186,경상남도 창녕군 대지면 우포2로 1069-15,경상남도 창녕군 대지면 효정리 291,35.55257438,128.4777005,175,22,37,71,17,19,1,1,"곡물적재함(1),굴착기(8),농기계용사다리(10),농산물결속기(1),농산물선별기(24),농산물줄기절단기(2),농업용고소작업차(1),농업용고압세척기(4),농업용동력운반차(3),농업용로우더(1),농업용콘베이어(3),농용계량기(2),농용파이프밴딩성형기(3),농용호스릴(9),동력배토기(1),동력살분무기(7),동력제초기(7),동력파쇄기(12),마늘쪽분리기(17),무인항공방제기(1),볍씨발아기(5),붐스프레이어(2),비료살포기(1),스피드스프레이어(1),승용관리기(3),원거리용방제기(1),육묘상자운반기구(3),육묘용파종기(6),육묘입자르기(1),콩예취기(3),탈망기(6),SS퇴비살포기(5),인력파종기(2),당도측정기(1),휴대용전동가위(1)",055-530-6183,경상남도창녕군청,2024-07-23,5410000,경상남도 창녕군
남부농기계임대사업소,055-530-6192,경상남도 창녕군 도천면 신제로 357-3,경상남도 창녕군 도천면 일리 666,35.43633702,128.5145427,159,22,35,75,14,13,0,1,"굴착기(9),농기계용사다리(7),농산물선별기(27),농산물순제거기(1),농업용고소작업차(1),농업용고압세척기(8),농업용동력운반차(4),농업용로우더(3),농업용콘베이어(2),농용계량기(2),농용파이프밴딩성형기(3),농용호스릴(9),동력배토기(1),동력살분무기(5),동력제초기(7),동력파쇄기(13),랩피복기(1),마늘쪽분리기(10),볍씨발아기(7),붐스프레이어(2),비료살포기(1),스피드스프레이어(3),승용관리기(2),원거리용방제기(1),육묘상자운반기구(1),육묘상자이송기(1),육묘용파종기(5),육묘입자르기(2),콩예취기(3),탈망기(5),SS퇴비살포기(9),인력파종기(2),당도측정기(1),휴대용전동가위(3)",055-530-6183,경상남도창녕군청,2024-07-23,5410000,경상남도 창녕군
농업기계임대사업소 금마분소,063-859-4955,전북특별자치도 익산시 금마면 제석사지로 21-2,전북특별자치도 익산시 금마면 동고도리 952-17,35.9842958,127.056385,45,1,35,7,10,5,0,0,고추세척기(3)외 14종(29),063-859-4954,익산시농업기술센터,2024-07-24,4681000,전북특별자치도 익산시
농업기계임대사업소 함열본소,063-859-4325,전북특별자치도 익산시 함열읍 익산대로 1366-20,전북특별자치도 익산시 함열읍 다송리 721-36,36.04015187,126.9586473,75,4,66,13,20,15,0,0,고추세척기(2)외 18종(46),063-859-4959,익산시농업기술센터,2024-07-24,4681000,전북특별자치도 익산시
충주시 농업기술센터(본소),043-850-3234,충청북도 충주시 동량면 충원대로1350,충청북도 충주시 대전리 1667,37.0468328,127.9303298,43,3,22,25,22,5,3,3,,043-850-3233,충청북도 충주시 농업기술센터,2024-05-31,4390000,충청북도 충주시
논산시농업기술센터,041-746-8363,충청남도 논산시 부적면 백일헌로 3,충청남도 논산시 부적면 덕평리 40-8,36.2138695,127.1417982,202,20,98,36,40,48,1,0,과수인공교배기(13)+배지로타리(15)+땅콩제피기(1)+농용굴삭기(10)+농업용동력운반차(1)+농업용로우더(1)+농업용지주설치기(7)+농용파이프성형기(6)+동력배토기(33)+동력파쇄기(10)+동력퇴비살포기(1)+마늘쪽분리기(2)+다용도적재함(2)+인력피복기(5)+스피드스프레이서(1)+육묘파종기(4)+하우스비닐피복기(2)+탈망기(2)+토양소독기(1)+휴대용전동가위(9),041-746-8363,충청남도 논산시 농업기술센터 융복합지원과,2024-12-18,4540000,충청남도 논산시
농기계임대사업장,043-539-7576,충청북도 진천군 진천읍 삼덕1길 45-16,충청북도 진천군 진천읍 삼덕리 1519,36.8625964424,127.4635712943,145,58,92,33,22,16,2,1,,055-748-0245,㈜샘밑,2025-02-03,4450000,충청북도 진천군
구미농기계임대사업소,054-480-4288,경상북도 구미시 선산읍 김선로 947,경상북도 구미시 선산읍 이문리 857,36.233195,128.289641,143,13,27,48,42,31,0,0,농기계용사다리(24)+휴대용전동적화기(5)+인력비닐피복기(8)+농산물제피기(7)+휴대용전동가위(4)+동력운반차(9)+굴삭기(5)+로우더(1)+파이프성형기(2)+동력이식기(19)+동력비료살포기(3)+동력제초기(13)+고소작업차(2)+마늘쪽분리기(3)+무논점파기(2),054-480-4286,경상북도 구미시청,2023-10-20,5080000,경상북도 구미시
북부임대사업소,054-270-3905,경상북도 포항시 북구 흥해읍 신흥로 572,경상북도 포항시 북구 흥해읍 매산리 16-1번지,36.11357755,129.3049275,67,3,20,3,18,3,0,2,탈망기+퇴비살포기+파이프맨딩기+농용굴삭기+굴착기+이식기+승용제초기+잔가지파쇄기 등 35종 41대,054-270-3933,포항시 농업기술센터,2024-07-15,5020000,경상북도 포항시
서부임대사업소,054-270-4834,경상북도 포항시 북구 기계면 봉좌로 383번길 32-43,경상북도 포항시 북구 기계면 인비리 784번지,36.08400508,129.1569913,26,5,16,8,16,0,0,2,퇴비살포기+농용굴삭기+이식기+승용제초기+잔가지파쇄기+동력예초기 등 22종 37대,054-270-3934,포항시 농업기술센터,2024-07-15,5020000,경상북도 포항시
동부임대사업소,054-270-8174,경상북도 포항시 남구 호미곶면 해맞이로167번길 7,,36.07678785,129.5622372,14,2,7,5,6,10,0,0,퇴비살포기+농용굴삭기+이식기+승용제초기+잔가지파쇄기+동력예초기 등 22종 37대,054-270-3935,포항시 농업기술센터,2024-07-15,5020000,경상북도 포항시
순천시농업기술센터 북부 농기계임대사업소,061-749-4681,전라남도 순천시 승주읍 유흥길 48,전라남도 순천시 승주읍 유흥리 104,35.03071558,127.348865,45,2,26,5,11,0,3,0,0,061-749-8700,전라남도 순천시청,2024-07-14,4820000,전라남도 순천시
순천시농업기술센터 남부 농기계임대사업소,061-749-4888,전라남도 순천시 지현길 96,전라남도 순천시 덕월동 377,34.93024998,127.4912649,39,2,28,3,15,0,3,5,0,061-749-8700,전라남도 순천시청,2024-07-14,4820000,전라남도 순천시
순천시농업기술센터 서부 농기계임대사업소,061-749-4875,전라남도 순천시 외서면 쌍향수길 369-12,전라남도 순천시 외서면 화전리 98,34.9084909,127.2801023,34,2,17,3,5,0,0,0,0,061-749-8700,전라남도 순천시청,2024-07-14,4820000,전라남도 순천시
정선군농업기계임대사업소,033-562-1222,강원특별자치도 정선군 북평면 송석길 146-7,강원특별자치도 정선군 북평면 남평리 412-1,37.43070735,128.6646838,58,2,37,5,70,4,2,0,,033-562-1222,정선군농업기술센터,2024-07-10,4291000,강원특별자치도 정선군
농기계임대사업소 본소,043-420-3428,충청북도 단양군 단양읍 중앙1로 20,충청북도 단양군 단양읍 별곡리 310,36.9852067,128.3667028,39,45,35,13,19,0,1,7,,043-420-3428,충청북도 단양군 농업기술센터,2023-04-06,4480000,충청북도 단양군
농기계임대사업소 북부지소,043-420-3416,충청북도 단양군 가곡면 남한강로 1093,충청북도 단양군 가곡면 향산리 552,37.06077618,128.4203657,28,36,36,25,22,9,1,3,,043-420-3416,충청북도 단양군 농업기술센터,2023-04-06,4480000,충청북도 단양군
농기계임대사업소 남부지소,043-420-3436,충청북도 단양군 단성면 월악로 4541,충청북도 단양군 단성면 중방리 414,36.93560724,128.313713,18,16,24,9,9,9,0,6,,043-420-3436,충청북도 단양군 농업기술센터,2023-04-06,4480000,충청북도 단양군
농기계임대사업소 중부지소,043-420-3476,충청북도 단양군 매포읍 단양산업단지2로 90-14,충청북도 단양군 매포읍 우덕리 893,37.01509817,128.3024937,19,23,20,10,7,7,0,5,,043-420-3476,충청북도 단양군 농업기술센터,2023-04-06,4480000,충청북도 단양군
농기계임대사업소 북부분소,063-540-2963,,전북특별자치도 김제시 공덕면 황산리 1502-1,35.875613,126.937848,102,0,47,18,28,10,0,0,스피드스프레이어(1)+농용굴삭기(4)+동력배토기(8)+동력분무기(엔진분무기)(7)+동력살분무기(4)+동력퇴비살포기(4)+동력파쇄기(3)+농용파이프벤딩성형기(2)+풍구(5)+비료살포기(자주식)(5)+예취기(자주식)(7)+차량용분무기(6)+탈망기(4)+다목적운반차(5)+농산물세척기(고추세척기)(2)+농산물순제거기(4)+승용예취기(3)+종자코팅기(2)+동력중경제초기(5),063-540-4521,전북특별자치도 김제시청 농업기술센터 농촌지원과,2024-04-24,4711000,전북특별자치도 김제시
북도면 농기계임대사업소,032-899-3281,인천광역시 옹진군 북도면 시도로 86번길 78,인천광역시 옹진군 북도면 시도리 277-7,37.5355653,126.4311789,27,8,34,5,4,0,0,0,굴착기(1)+동력분무기(9)+동력운반차(3)+자주식파쇄기(2),032-899-3272,인천광역시 옹진군농업기술센터,2024-04-11,3580000,인천광역시 옹진군
북도면 농기계임대사업소 장봉분소,032-899-3282,인천광역시 옹진군 북도면 장봉로 694번길 16,인천광역시 옹진군 북도면 장봉리 546-3,37.5443257,126.333722,16,6,26,3,5,0,0,0,굴착기(1)+동력분무기(8)+동력운반차(2)+자주식파쇄기(1),032-899-3272,인천광역시 옹진군농업기술센터,2024-04-11,3580000,인천광역시 옹진군
연평면 농기계임대사업소,032-899-3283,인천광역시 옹진군 연평면 연평로 821번길 37,인천광역시 옹진군 연평면 연평리 493-5,37.65923958,125.698208,10,7,15,3,1,0,1,1,콤바인(1)+굴착기(1)+동력분무기(6)+동력운반차(2)+곡물이송기(1)+곡물적재함(1)+자주식파쇄기(1),032-899-3272,인천광역시 옹진군농업기술센터,2024-04-11,3580000,인천광역시 옹진군
백령면 농기계임대사업소,032-899-2667,인천광역시 옹진군 백령면 화동로 264,인천광역시 옹진군 백령면 남포리 1774-7,37.94553458,124.6740812,30,17,95,15,12,0,2,3,콤바인(3)+동력분무기(14)+동력운반차(3)+일괄파종기 등(33)+자주식파쇄기(3),032-899-3272,인천광역시 옹진군농업기술센터,2024-04-11,3580000,인천광역시 옹진군
북부분소,054-537-5341,경상북도 상주시 이안면 양범안룡길 90,경상북도 상주시 이안면 양범리 87-3,36.58203115,128.1422973,70,0,27,7,28,0,0,0,퇴비살포기(9)+감박피기및작업기(8)+농업용굴착기(5)+인력파종기(0)+동력배토기(0)+탈곡기(22)+보행제초기(6)+승용제초기(10)+잔가지파쇄기(16)+탈망기(3)+휴대용전동가위(8)등,054-537-5322,경상북도 상주시청,2024-07-01,5110000,경상북도 상주시
화령분소,054-537-5356,경상북도 상주시 화서면 효자로 571,경상북도 상주시 화서면 달천리 23,36.44266392,127.9418653,72,9,23,17,13,0,0,0,퇴비살포기(22)+감박피기및작업기(8)+농업용굴착기(7)+인력파종기(0)+동력배토기(2)+탈곡기(9)+보행제초기(8)+승용제초기(17)+잔가지파쇄기(24)+휴대용전동가위(6)등,054-537-5322,경상북도 상주시청,2024-07-01,5110000,경상북도 상주시
영덕군농업기술센터 농기계임대사업소 본소,054-730-6891,경상북도 영덕군 영덕읍 구미2길 16,경상북도 영덕군 영덕읍 구미리 70,36.43522602,129.3573676,30,4,19,8,17,0,0,0,농용동력운반차(2)+농용굴삭기(5)+동력제초기(7)+스프드스프레이어(3)+동력파쇄기(7)+동력퇴비살포기(4),054-730-6861,경상북도 영덕군청,2024-08-12,5180000,경상북도 영덕군
영덕군농업기술센터 농기계임대사업소 북부분소,054-730-7761,경상북도 영덕군 영해면 창수영해로 487,경상북도 영덕군 영해면 벌영리 563-2,36.54231091,129.396328,31,4,16,10,14,0,0,0,농용동력운반차(2)+농용굴삭기(5)+동력제초기(9)+스프드스프레이어(2)+동력파쇄기(6)+동력퇴비살포기(4),054-730-6861,경상북도 영덕군청,2024-08-12,5180000,경상북도 영덕군
구례군농업기계임대사업소본소,061-780-2109,전라남도 구례군 구례읍 동산1길 37-11,전라남도 구례군 구례읍 봉서리 895-2,35.19598474,127.459948,106,5,13,17,34,3,0,1,농용굴삭기(2)+ 고소작업차(2)+ 엔진형 농업용고압세척기(2)+전기형 농업용고압세척기(1) + 농업용 동력운반차(보행궤도형)(4)+농업용 동력운반차(승용운반차)(1) + 스키스로더(5) + 농업용 리프트(3) + 굴착기(2) + 항타기(타공기)(1) + 파이프벤딩머신(4) + 동력가지절단기(22) + 인력파종기(7)+콩예취기(보행형)(2)+밀콤바인(1)+콩콤바인(2) + ss퇴비살포기(탑재형)(8) + 진압기(2) + 스피드스프레이어(4) + 동력파쇄기(잔가지)(7)+목재파쇄기(2) + 승용동력제초기(자주식)(7)+승용동력중경제초기(1)+논두렁제초기(4) + 진동수확기(1)+진동수확기(대)(4) + 나물수확기(1) + 사각베일러(2) + 스파이더(1) +트랙터용로더(1),061-780-2109,전라남도 구례군청,2024-08-12,4870000,전라남도 구례군
구례군농업기계임대사업소분소,061-780-2698,전라남도 구례군 용방면 용방로 320,전라남도 구례군 용방면 용강리 424-15,35.23963396,127.4437551,27,3,6,4,11,0,0,0,농용굴삭기(1) + 농업용 동력운반차(승용)(1)+농업용 동력운반차(보행궤도형)(2) + 스키로더(1)+ 굴착기(2) + 항타기(타공기)(1) + 파이프벤딩머신(2) + 동력살분무기(2) + 진동수확기(휴대)(2) + 논두렁제초기(1)+승용제초기(6) + 동력파쇄기(잔가지)(2) + 인력파종기(5)+콩예취기(자주식)(1) + ss퇴비살포기(1톤)(4) + 동력가지절단기(3),061-780-2698,전라남도 구례군청,2024-08-12,4870000,전라남도 구례군
증평군 농업기술센터,043-835-3675,충청북도 증평군 증평읍 내룡길 69-50,충청북도 증평군 증평읍 사곡리 316,36.78196498,127.6121861,113,10,65,17,17,0,10,9,휴대용전동가위(3)+잔가지파쇄기(3)+농업용굴착기(2)+스키드스티어로더(1)+파이프벤딩성형기(2)+동력(덩굴)예취기(3)+동력(콩)예취기(3)+참깨수확기(2)+볍씨파종기(2)+인력파종기(6)+탈망기(2)+풍구(2)+보행퇴비살포기(1),043-835-3675,충청북도 증평군청,2024-08-08,5570000,충청북도 증평군
대구광역시농기계임대사업소,053-803-7616,대구광역시 동구 도평로 52,대구광역시 동구 지저동 886-43,,,25,15,37,3,12,0,0,0,잔가지파쇄기(12)+수동파종기(10)+동력운반차(1)+주행형분무기(3)+콩예취기(2)+굴착기(5)+스키드로더(1)+승용관리기(1)+로터베이터(2)+동력살분무기(2)+항타기 (2)+자주식퇴비살포기(1)+예초기(2)+파이프밴딩기(2)+붐스프레이어(1)+휴대용전동가위(5),053-803-7610,대구광역시농업기술센터,2024-08-05,6270000,대구광역시
농기계임대사업소 본소,054-371-6522,경상북도 청도군 청도읍 원정3길 49,경상북도 청도군 청도읍 원정리 777-2,35.64783946,128.7637635,38,9,18,11,21,0,0,0,과수박피기(1)+농용굴삭기(7)+사다리(16)+마늘쪽선별기(2)+통마늘선별기(1)+농산물순제거기(1)+고소작업차(1)+동력운반차(3)+로우더(1)+항타기(2)+농용블로워(2)+파이프벤딩성형기(1)+동력호스권취기(1)+동력살분무기(4)+대추수확기(17)+동력예취기(10)+승용예취기(11)+목재파쇄기(15)+작물줄기파쇄기(1)+마늘쪽분리기(2)+발전기(1)+비료살포기(2)+동력분무기(2)+잡곡수확기(1)+운반트럭(2)+콩예취기(4)+보행퇴비살포기(1)+자주식퇴비살포기(4)+파종기(10)+비파괴당도측정기(1)+전동가위(6),054-370-6277,경상북도 청도군청,2024-08-08,5190000,경상북도 청도군
농기계임대사업소 산서분소,054-372-7312,경상북도 청도군 풍각면 헐티로 119,경상북도 청도군 풍각면 송서리 300,35.64003001,128.6283577,44,9,18,30,23,0,0,0,풍구(1)+과수박피기(1)+농용굴삭기(7)+사다리(21)+마늘쪽선별기(5)+통마늘선별기(1)+농산물순제거기(1)+농산물흙분리기(1)+고소작업차(2)+동력운반차(5)+로우더(1)+항타기(2)+농용블로워(2)+파이프벤딩성형기(1)+동력호스권취기(1)+동력살분무기(2)+비료살포기(3)+대추수확기(10)+동력이식기(2)+동력예취기(8)+승용예취기(16)+작물줄기파쇄기(2)+목재파쇄기(16)+마늘쪽분리기(6)+발전기(1)+동력분무기(5)+잡곡수확기(2)+운반트럭(3)+양파전엽기(2)+콩예취기(3)+보행퇴비살포기(1)+자주식퇴비살포기(10)+파종기(10)+비파괴당도측정기(1)+전동가위(5),054-370-6277,경상북도 청도군청,2024-08-08,5190000,경상북도 청도군
